Application ID,Application Type,Customer ID,Group Name ID,Action,RM ID,Entered Date,Closed Date,Next Review Date,Product ID,Start Date,Term (mths),Expiry Date,Rate Applied,Margin Agreed,Capital,Annual Interest Income,Collateral Start Date,Collateral Type,Face Value,Conversion Factor,Rating,Limits Rating,Expected Loss,Covenants,Covenant Type,Application Error
ID1069,Dealer,IFR189,GRP500,Existing,RM2026,2016-07-22,2016-08-21,2017-08-21,PRD015,2016-08-21,12,2017-08-22,3.38,0.42,470000,17860.0,2002-06-19,Commercial Property,18400000,0.75,5,3,156666.66666666666,Financial,Complied,No Error
ID1415,Corporate,IFR179,GRP500,Existing,RM2020,2016-07-22,2016-10-13,2017-10-13,PRD002,2016-10-13,6,2017-04-14,2.89,0.44,3120000,103896.00000000001,2013-08-07,Stock Mortgage,12400000,1.0,5,7,445714.28571428574,Reporting,Complied,No Error
ID1499,Corporate,IFR170,GRP516,Existing,RM2005,2016-07-23,2016-11-26,2017-11-26,PRD010,2016-11-26,24,2018-11-28,2.96,0.17,1340000,41942.0,2010-12-11,General Mortgage/Lien,5900000,0.75,5,10,134000.0,Conditions Precedent,Complied,No Error
ID1020,Dealer,IFR191,GRP500,Existing,RM2033,2016-07-24,2016-10-14,2017-10-14,PRD003,2016-10-14,24,2018-10-16,2.42,0.45,4950000,142065.0,2014-08-21,Limited Guarantee and Indemnity (unsupported),23100000,0.7,6,5,990000.0,Reporting,Extended,Error
ID1215,Dealer,IFR182,GRP518,Existing,RM2032,2016-07-24,2016-08-23,2017-08-23,PRD017,2016-08-23,24,2018-08-25,2.83,0.47,6920000,228360.0,2010-05-26,Transfer of Mortgage over Real Property,9500000,0.75,1,11,629090.9090909091,Conditions Precedent,Non Waiver,No Error
ID1031,Dealer,IFR167,GRP516,Existing,RM2006,2016-07-25,2016-09-09,2017-09-09,PRD018,2016-09-09,60,2021-09-13,1.98,0.36,4120000,96407.99999999999,2014-01-24,Mortgage over Real Property (Commercial),11900000,0.7,4,9,457777.77777777775,Conditions Subsequent,Complied,Error
ID1389,Property Development,IFR107,GRP502,Review,RM2030,2016-07-27,2016-10-12,2017-10-12,PRD015,2016-10-12,24,2018-10-14,3.17,0.34,5540000,194454.0,2008-02-25,Fixed and Floating Company Charge,9000000,0.75,2,6,923333.3333333334,Reporting,Complied,No Error
ID1394,Dealer,IFR150,GRP514,New,RM2025,2016-07-29,2016-10-02,2017-10-02,PRD016,2016-10-02,12,2017-10-03,1.71,0.25,5290000,103684.0,2013-11-02,Bill of Sale over business assets,14800000,0.75,5,6,881666.6666666666,Reporting,Non Waiver,No Error
ID1393,Dealer,IFR149,GRP517,Existing,RM2032,2016-07-30,2016-10-14,2017-10-14,PRD007,2016-10-14,24,2018-10-16,1.57,0.13,4960000,84320.0,2007-02-14,Residential Property,8000000,0.5,6,9,551111.1111111111,Conditions Subsequent,Complied,No Error
ID1408,Dealer,IFR121,GRP500,New,RM2020,2016-07-31,2016-08-27,2017-08-27,PRD016,2016-08-27,12,2017-08-28,2.82,0.35,6210000,196857.0,2003-10-21,Stock Mortgage,24600000,1.0,1,9,690000.0,Conditions Subsequent,Complied,No Error
ID1228,Dealer,IFR106,GRP507,New,RM2002,2016-08-01,2016-11-30,2017-11-30,PRD013,2016-11-30,12,2017-12-01,1.76,0.44,4580000,100760.00000000001,2002-01-12,Fixed Company Charge,2900000,1.0,5,6,763333.3333333334,Reporting,Complied,No Error
ID1461,Corporate,IFR187,GRP510,Review,RM2040,2016-08-01,2016-11-23,2017-11-23,PRD003,2016-11-23,12,2017-11-24,3.66,0.41,1670000,67969.0,2013-04-11,Limited Guarantee and Indemnity (unsupported),6000000,0.75,5,4,417500.0,Reporting,Complied,No Error
ID1293,Commercial,IFR157,GRP515,New,RM2037,2016-08-03,2016-11-11,2017-11-11,PRD008,2016-11-11,48,2020-11-14,3.37,0.49,370000,14282.0,2008-09-05,Residential Property,17100000,1.0,6,5,74000.0,Reporting,Non Waiver,Error
ID1374,Corporate,IFR114,GRP505,New,RM2025,2016-08-08,2016-09-27,2017-09-27,PRD002,2016-09-27,12,2017-09-28,2.44,0.2,2530000,66792.0,2010-07-27,Stock Mortgage,4700000,0.75,2,6,421666.6666666667,Reporting,Breached,No Error
ID1442,Dealer,IFR142,GRP519,Straight,RM2012,2016-08-09,2016-10-04,2017-10-04,PRD006,2016-10-04,24,2018-10-06,3.22,0.48,310000,11470.000000000002,2016-09-06,Cash and Cash E,21100000,0.7,6,4,77500.0,Financial,Breached,No Error
ID1308,Dealer,IFR118,GRP514,Straight,RM2021,2016-08-10,2016-09-19,2017-09-19,PRD008,2016-09-19,12,2017-09-20,2.17,0.39,1310000,33536.0,2002-06-14,Transfer of Mortgage over a Lease,10500000,0.8,3,7,187142.85714285713,Reporting,Complied,No Error
ID1047,Dealer,IFR116,GRP517,Existing,RM2025,2016-08-12,2016-09-28,2017-09-28,PRD011,2016-09-28,6,2017-03-30,2.21,0.4,5050000,131805.0,2002-07-12,General Mortgage/Lien,22800000,0.75,5,3,1683333.3333333333,Financial,Extended,No Error
ID1273,Dealer,IFR173,GRP500,New,RM2023,2016-08-16,2016-11-18,2017-11-18,PRD007,2016-11-18,12,2017-11-19,2.59,0.38,6980000,207305.99999999997,2016-05-21,Bank Guarantee by Australian Financial Institution,14000000,0.7,5,4,1745000.0,Reporting,Complied,No Error
ID1371,Property Development,IFR164,GRP517,Existing,RM2039,2016-08-19,2016-11-28,2017-11-28,PRD008,2016-11-28,6,2017-05-30,3.23,0.14,4750000,160075.0,2015-09-20,Stock Mortgage,17500000,0.75,1,8,593750.0,Conditions Subsequent,Extended,No Error
ID1443,Property Development,IFR187,GRP510,Review,RM2031,2016-08-20,2016-09-12,2017-09-12,PRD002,2016-09-12,24,2018-09-14,2.56,0.18,2940000,80556.0,2013-04-11,Bill of Sale over business assets,17400000,0.8,1,6,490000.0,Reporting,Extended,No Error
ID1114,Dealer,IFR119,GRP511,Existing,RM2018,2016-08-21,2016-10-27,2017-10-27,PRD005,2016-10-27,12,2017-10-28,3.18,0.31,6340000,221266.0,2005-03-31,Traded Equities,2800000,0.75,5,4,1585000.0,Reporting,Complied,No Error
ID1414,Corporate,IFR196,GRP500,New,RM2036,2016-08-22,2016-10-19,2017-10-19,PRD012,2016-10-19,24,2018-10-21,1.77,0.45,6590000,146298.0,2005-05-09,Bill of Sale over a Motor Vehicle,15000000,1.0,6,12,549166.6666666666,Conditions Precedent,Non Waiver,No Error
ID1214,Commercial,IFR123,GRP520,Review,RM2016,2016-08-23,2016-12-04,2017-12-04,PRD007,2016-12-04,24,2018-12-06,3.09,0.15,1770000,57348.0,2011-01-20,Unregistered Mortgage over an unregistered lease,21600000,0.75,1,6,295000.0,Reporting,Breached,Error
ID1484,Dealer,IFR169,GRP517,Existing,RM2003,2016-08-26,2016-10-23,2017-10-23,PRD008,2016-10-23,12,2017-10-24,1.79,0.47,5840000,131984.0,2001-12-16,Term Deposit at the bank.,21600000,0.8,2,1,5840000.0,Financial,Extended,No Error
ID1385,Dealer,IFR135,GRP502,New,RM2022,2016-08-30,2016-12-10,2017-12-10,PRD014,2016-12-10,24,2018-12-12,1.91,0.17,4940000,102752.0,2016-08-27,General Mortgage/Lien,16700000,0.5,5,6,823333.3333333334,Reporting,Complied,No Error
ID1105,Commercial,IFR160,GRP514,Existing,RM2025,2016-09-01,2016-11-22,2017-11-22,PRD017,2016-11-22,24,2018-11-24,2.24,0.37,2980000,77778.0,2005-06-17,Commercial Property,10000000,0.75,6,5,596000.0,Reporting,Complied,No Error
ID1164,Commercial,IFR157,GRP515,New,RM2018,2016-09-01,2016-10-10,2017-10-10,PRD005,2016-10-10,6,2017-04-11,1.9,0.12,3730000,75346.0,2008-09-05,Fixed Company Charge,21400000,0.75,1,8,466250.0,Conditions Subsequent,Extended,No Error
ID1337,Property Development,IFR112,GRP507,Existing,RM2022,2016-09-02,2016-10-23,2017-10-23,PRD008,2016-10-23,6,2017-04-24,3.68,0.5,5500000,229899.99999999997,2007-05-23,Tripartite Deed/Agreement,16100000,0.8,5,10,550000.0,Conditions Precedent,Breached,No Error
ID1001,Dealer,IFR195,GRP517,New,RM2015,2016-09-03,2016-11-02,2017-11-02,PRD003,2016-11-02,6,2017-05-04,3.48,0.39,6320000,244584.0,2009-04-25,Collateral Type Desc,7300000,0.7,3,9,702222.2222222222,Conditions Subsequent,Breached,No Error
ID1418,Commercial,IFR192,GRP502,Review,RM2040,2016-09-03,2017-01-06,2018-01-06,PRD018,2017-01-06,24,2019-01-08,3.15,0.31,2400000,83040.0,2007-03-14,Bank Guarantee by Australian Financial Institution,7000000,0.75,3,4,600000.0,Reporting,Extended,No Error
ID1497,Dealer,IFR189,GRP500,Existing,RM2010,2016-09-03,2016-12-17,2017-12-17,PRD006,2016-12-17,24,2018-12-19,3.42,0.45,2510000,97137.0,2002-06-19,Unregistered Mortgage over an unregistered lease,11300000,0.75,6,3,836666.6666666666,Financial,Extended,No Error
ID1061,Dealer,IFR143,GRP514,New,RM2020,2016-09-05,2016-09-24,2017-09-24,PRD005,2016-09-24,24,2018-09-26,3.09,0.18,2220000,72594.0,2006-01-02,Transfer of Mortgage over a Lease,2800000,0.5,3,1,2220000.0,Financial,Complied,No Error
ID1109,Dealer,IFR134,GRP501,Existing,RM2001,2016-09-05,2016-12-10,2017-12-10,PRD011,2016-12-10,60,2021-12-14,2.55,0.11,5190000,138054.0,2010-07-10,Limited Cross Guarantee and Indemnity (supported),8900000,0.75,1,4,1297500.0,Financial,Complied,No Error
ID1336,Dealer,IFR199,GRP514,Existing,RM2037,2016-09-09,2016-12-04,2017-12-04,PRD006,2016-12-04,48,2020-12-07,2.79,0.13,5830000,170236.0,2011-11-07,Traded Equities,14000000,0.5,6,6,971666.6666666666,Reporting,Complied,No Error
ID1392,Dealer,IFR195,GRP517,Existing,RM2005,2016-09-09,2016-12-13,2017-12-13,PRD019,2016-12-13,24,2018-12-15,2.03,0.45,4990000,123752.0,2009-04-25,Stock Mortgage,12100000,0.7,1,4,1247500.0,Reporting,Complied,No Error
ID1438,Dealer,IFR177,GRP516,New,RM2022,2016-09-09,2016-09-30,2017-09-30,PRD019,2016-09-30,60,2021-10-04,1.84,0.37,5160000,114035.99999999999,2010-09-18,Collateral Type Desc,16400000,0.4,5,12,430000.0,Conditions Precedent,Breached,No Error
ID1168,Commercial,IFR184,GRP517,New,RM2014,2016-09-10,2016-12-16,2017-12-16,PRD002,2016-12-16,48,2020-12-19,3.37,0.4,2100000,79170.0,2014-11-23,Residential Property,4800000,0.7,2,10,210000.0,Conditions Subsequent,Non Waiver,No Error
ID1144,Dealer,IFR141,GRP514,Straight,RM2034,2016-09-11,2017-01-18,2018-01-18,PRD016,2017-01-18,6,2017-07-20,2.92,0.45,6620000,223094.0,2003-09-05,Fixed Company Charge,6800000,0.8,2,7,945714.2857142857,Reporting,Complied,No Error
ID1170,Dealer,IFR111,GRP502,New,RM2027,2016-09-11,2017-01-05,2018-01-05,PRD011,2017-01-05,12,2018-01-06,1.73,0.45,5970000,130146.0,2016-09-29,Ships Mortgage,2900000,0.75,3,8,746250.0,Conditions Subsequent,Complied,No Error
ID1014,Dealer,IFR145,GRP514,New,RM2015,2016-09-13,2016-12-03,2017-12-03,PRD018,2016-12-03,24,2018-12-05,3.39,0.29,1640000,60352.0,2012-02-28,Fixed Company Charge,3900000,0.75,6,4,410000.0,Financial,Extended,No Error
ID1450,Property Development,IFR125,GRP514,Existing,RM2003,2016-09-14,2016-11-25,2017-11-25,PRD013,2016-11-25,6,2017-05-27,2.41,0.32,6950000,189735.0,2013-11-19,Transfer of Mortgage over a Lease,14800000,0.75,6,5,1390000.0,Reporting,Breached,No Error
ID1466,Commercial,IFR123,GRP520,Review,RM2005,2016-09-16,2017-01-14,2018-01-14,PRD001,2017-01-14,24,2019-01-16,3.25,0.28,3690000,130257.00000000001,2011-01-20,Fixed and Floating Company Charge,17100000,0.4,6,2,1845000.0,Financial,Complied,No Error
ID1271,Dealer,IFR182,GRP518,Straight,RM2018,2016-09-17,2017-01-11,2018-01-11,PRD017,2017-01-11,6,2017-07-13,1.57,0.31,4500000,84600.0,2010-05-26,Fixed and Floating Charge (Cashflow lending),13700000,0.8,1,9,500000.0,Conditions Subsequent,Extended,No Error
ID1161,Dealer,IFR189,GRP500,Existing,RM2021,2016-09-21,2016-12-16,2017-12-16,PRD008,2016-12-16,36,2019-12-19,2.55,0.3,6400000,182399.99999999997,2002-06-19,Cash and Cash E,17300000,0.75,6,9,711111.1111111111,Conditions Subsequent,Complied,No Error
ID1332,Commercial,IFR190,GRP502,Existing,RM2022,2016-09-21,2016-11-23,2017-11-23,PRD016,2016-11-23,6,2017-05-25,2.47,0.18,6870000,182055.00000000003,2011-10-22,Stock Mortgage,24000000,0.5,6,9,763333.3333333334,Conditions Subsequent,Complied,Error
ID1045,Commercial,IFR110,GRP505,Existing,RM2023,2016-09-23,2016-10-11,2017-10-11,PRD007,2016-10-11,36,2019-10-14,2.52,0.49,2520000,75852.0,2010-05-19,Mortgage over a lease,18400000,0.75,6,5,504000.0,Reporting,Non Waiver,No Error
ID1184,Dealer,IFR127,GRP517,Straight,RM2015,2016-09-24,2016-10-31,2017-10-31,PRD001,2016-10-31,24,2018-11-02,1.68,0.38,2620000,53972.0,2005-12-03,Mortgage over Real Property (Commercial),23900000,1.0,4,6,436666.6666666667,Reporting,Extended,Error
ID1456,Dealer,IFR114,GRP505,Existing,RM2036,2016-09-26,2016-11-12,2017-11-12,PRD002,2016-11-12,12,2017-11-13,1.95,0.45,4740000,113760.0,2010-07-27,Gold Deposit,6100000,0.75,6,7,677142.8571428572,Reporting,Extended,No Error
ID1432,Dealer,IFR145,GRP514,Existing,RM2015,2016-09-27,2016-11-03,2017-11-03,PRD008,2016-11-03,12,2017-11-04,3.2,0.13,5080000,169164.00000000003,2012-02-28,Limited Guarantee and Indemnity (supported),20900000,0.75,6,9,564444.4444444445,Conditions Subsequent,Non Waiver,No Error
ID1413,Commercial,IFR137,GRP505,Existing,RM2021,2016-09-30,2016-12-29,2017-12-29,PRD012,2016-12-29,12,2017-12-30,1.63,0.15,280000,4983.999999999999,2006-06-23,Term Deposit at the bank.,10100000,0.7,4,7,40000.0,Reporting,Complied,No Error
ID1402,Commercial,IFR180,GRP502,Existing,RM2017,2016-10-03,2016-11-09,2017-11-09,PRD019,2016-11-09,24,2018-11-11,2.05,0.13,2260000,49267.99999999999,2010-11-25,Unregistered Mortgage over an unregistered lease,18500000,1.0,3,4,565000.0,Reporting,Extended,No Error
ID1108,Dealer,IFR100,GRP500,Existing,RM2029,2016-10-05,2016-12-15,2017-12-15,PRD020,2016-12-15,36,2019-12-18,2.68,0.48,4190000,132404.0,2016-08-20,Fixed Company Charge,19700000,1.0,2,4,1047500.0,Reporting,Extended,Error
ID1375,Commercial,IFR101,GRP504,Straight,RM2011,2016-10-06,2016-10-26,2017-10-26,PRD014,2016-10-26,12,2017-10-27,2.21,0.34,6960000,177480.0,2013-12-12,Bill of Sale over a Post Office licence,9800000,0.4,4,6,1160000.0,Reporting,Non Waiver,Error
ID1177,Commercial,IFR151,GRP517,Existing,RM2014,2016-10-07,2017-01-19,2018-01-19,PRD005,2017-01-19,48,2021-01-22,3.51,0.15,6230000,228017.99999999997,2015-09-19,Gold Deposit,20100000,0.75,3,7,890000.0,Reporting,Complied,No Error
ID1284,Commercial,IFR181,GRP505,New,RM2018,2016-10-11,2017-01-14,2018-01-14,PRD020,2017-01-14,48,2021-01-17,2.32,0.48,5850000,163799.99999999997,2004-08-16,Crop Lien,16100000,1.0,5,5,1170000.0,Reporting,Complied,Error
ID1345,Property Development,IFR125,GRP514,Existing,RM2006,2016-10-12,2016-11-03,2017-11-03,PRD010,2016-11-03,12,2017-11-04,2.34,0.41,5020000,138050.0,2013-11-19,Collateral Type Desc,8000000,0.8,2,6,836666.6666666666,Reporting,Extended,No Error
ID1155,Dealer,IFR140,GRP507,Existing,RM2007,2016-10-13,2016-12-19,2017-12-19,PRD011,2016-12-19,60,2021-12-23,2.98,0.41,3940000,133566.0,2008-03-15,Fixed Company Charge,3700000,0.5,4,6,656666.6666666666,Reporting,Complied,Error
ID1411,Dealer,IFR156,GRP505,Straight,RM2024,2016-10-13,2017-01-02,2018-01-02,PRD012,2017-01-02,12,2018-01-03,3.06,0.41,3270000,113469.0,2014-04-06,Mortgage over life insurance,21000000,0.75,4,7,467142.85714285716,Reporting,Complied,No Error
ID1258,Commercial,IFR143,GRP514,Review,RM2029,2016-10-15,2016-11-15,2017-11-15,PRD003,2016-11-15,12,2017-11-16,3.44,0.45,1860000,72354.00000000001,2006-01-02,Traded Equities,12800000,0.75,3,2,930000.0,Financial,Extended,No Error
ID1382,Dealer,IFR180,GRP502,New,RM2006,2016-10-17,2017-01-29,2018-01-29,PRD004,2017-01-29,24,2019-01-31,3.58,0.16,790000,29546.000000000004,2010-11-25,Mortgage over Real Property (Residential),12500000,0.75,2,7,112857.14285714286,Reporting,Complied,No Error
ID1100,Dealer,IFR104,GRP502,Review,RM2037,2016-10-18,2017-01-29,2018-01-29,PRD007,2017-01-29,24,2019-01-31,3.01,0.43,620000,21328.0,2010-12-05,Stock Mortgage,3100000,1.0,3,4,155000.0,Reporting,Breached,Error
ID1329,Dealer,IFR100,GRP500,Straight,RM2013,2016-10-21,2016-11-20,2017-11-20,PRD019,2016-11-20,24,2018-11-22,1.78,0.41,4260000,93294.0,2016-08-20,Unregistered Mortgage over an unregistered lease,9800000,0.5,6,11,387272.7272727273,Conditions Precedent,Non Waiver,No Error
ID1477,Dealer,IFR160,GRP514,Existing,RM2015,2016-10-21,2017-02-22,2018-02-22,PRD013,2017-02-22,48,2021-02-25,2.89,0.16,3760000,114680.00000000001,2005-06-17,Term Deposit at the bank.,16600000,0.4,4,10,376000.0,Conditions Precedent,Breached,Error
ID1401,Corporate,IFR109,GRP505,New,RM2013,2016-10-24,2017-02-20,2018-02-20,PRD012,2017-02-20,48,2021-02-23,3.26,0.14,5570000,189380.0,2008-06-08,Bill of Sale over a Post Office licence,24500000,0.75,4,12,464166.6666666667,Conditions Precedent,Non Waiver,No Error
ID1003,Dealer,IFR173,GRP500,New,RM2002,2016-10-25,2016-11-22,2017-11-22,PRD009,2016-11-22,24,2018-11-24,2.77,0.13,3020000,87580.0,2016-05-21,Unregistered Mortgage over an unregistered lease,12100000,1.0,2,9,335555.55555555556,Conditions Subsequent,Extended,No Error
ID1387,Dealer,IFR123,GRP520,Straight,RM2003,2016-10-25,2017-01-12,2018-01-12,PRD009,2017-01-12,24,2019-01-14,3.43,0.24,2020000,74134.0,2011-01-20,Mortgage over life insurance,2600000,0.75,3,6,336666.6666666667,Reporting,Complied,No Error
ID1458,Property Development,IFR173,GRP500,Existing,RM2026,2016-10-26,2017-01-13,2018-01-13,PRD004,2017-01-13,12,2018-01-14,3.62,0.2,3790000,144778.00000000003,2016-05-21,Limited Guarantee and Indemnity (supported),6100000,1.0,1,9,421111.1111111111,Conditions Subsequent,Extended,No Error
ID1145,Commercial,IFR171,GRP520,Review,RM2000,2016-10-27,2016-12-09,2017-12-09,PRD018,2016-12-09,12,2017-12-10,2.64,0.37,910000,27391.0,2004-08-22,Limited Guarantee and Indemnity (unsupported),5700000,0.75,2,12,75833.33333333333,Conditions Precedent,Breached,No Error
ID1306,Commercial,IFR137,GRP505,Existing,RM2014,2016-10-27,2016-12-17,2017-12-17,PRD011,2016-12-17,12,2017-12-18,2.31,0.23,870000,22098.0,2006-06-23,Fixed and Floating Company Charge,11300000,0.75,3,5,174000.0,Reporting,Complied,No Error
ID1027,Dealer,IFR145,GRP514,Review,RM2037,2016-10-28,2016-12-31,2017-12-31,PRD011,2016-12-31,24,2019-01-02,2.28,0.43,5810000,157451.0,2012-02-28,Fixed and Floating Company Charge,23900000,0.5,6,4,1452500.0,Reporting,Complied,No Error
ID1173,Corporate,IFR108,GRP515,Review,RM2030,2016-10-28,2017-01-06,2018-01-06,PRD003,2017-01-06,6,2017-07-08,2.29,0.2,320000,7968.000000000001,2003-12-24,Term Deposit at the bank.,3900000,1.0,6,8,40000.0,Conditions Subsequent,Complied,No Error
ID1065,Dealer,IFR167,GRP516,Review,RM2020,2016-10-30,2016-12-07,2017-12-07,PRD001,2016-12-07,48,2020-12-10,2.56,0.12,6410000,171788.0,2014-01-24,Bank Guarantee by Australian Financial Institution,18700000,0.5,4,1,6410000.0,Financial,Complied,No Error
ID1422,Commercial,IFR168,GRP509,Straight,RM2006,2016-10-31,2016-12-09,2017-12-09,PRD006,2016-12-09,12,2017-12-10,1.54,0.33,1520000,28424.000000000004,2016-07-22,Mortgage over Real Property (Commercial),14400000,0.5,5,5,304000.0,Reporting,Complied,No Error
ID1379,Dealer,IFR124,GRP514,Straight,RM2026,2016-11-07,2017-02-14,2018-02-14,PRD011,2017-02-14,12,2018-02-15,3.2,0.49,530000,19557.0,2011-11-11,Ships Mortgage,13800000,0.7,1,8,66250.0,Conditions Subsequent,Complied,No Error
ID1391,Corporate,IFR148,GRP500,New,RM2029,2016-11-08,2017-02-04,2018-02-04,PRD015,2017-02-04,60,2022-02-08,2.26,0.21,870000,21488.999999999996,2012-05-10,Mortgage over Real Property (Commercial),11600000,0.7,4,3,290000.0,Financial,Extended,No Error
ID1351,Dealer,IFR102,GRP512,New,RM2034,2016-11-11,2017-03-11,2018-03-11,PRD020,2017-03-11,12,2018-03-12,3.28,0.12,4160000,141440.0,2013-03-21,Cash and Cash E,22600000,0.75,6,3,1386666.6666666667,Financial,Complied,No Error
ID1294,Commercial,IFR141,GRP514,Existing,RM2002,2016-11-13,2017-03-18,2018-03-18,PRD004,2017-03-18,12,2018-03-19,2.94,0.35,4720000,155288.0,2003-09-05,Fixed and Floating Charge (Cashflow lending),23000000,0.75,1,5,944000.0,Reporting,Complied,Error
ID1380,Property Development,IFR113,GRP516,Review,RM2021,2016-11-14,2017-02-22,2018-02-22,PRD005,2017-02-22,12,2018-02-23,2.66,0.35,4540000,136654.0,2009-03-15,Limited Guarantee and Indemnity (unsupported),13700000,0.8,6,6,756666.6666666666,Reporting,Complied,No Error
ID1416,Dealer,IFR145,GRP514,Straight,RM2021,2016-11-15,2017-02-23,2018-02-23,PRD004,2017-02-23,48,2021-02-26,2.71,0.46,1010000,32017.0,2012-02-28,Limited Guarantee and Indemnity (supported),5400000,0.75,5,7,144285.7142857143,Reporting,Non Waiver,No Error
ID1212,Corporate,IFR182,GRP518,Existing,RM2039,2016-11-21,2017-03-20,2018-03-20,PRD003,2017-03-20,12,2018-03-21,2.03,0.29,6950000,161240.0,2010-05-26,Mortgage over Real Property (Industrial),14600000,0.75,4,5,1390000.0,Reporting,Complied,No Error
ID1480,Property Development,IFR154,GRP514,Review,RM2039,2016-11-21,2017-01-13,2018-01-13,PRD014,2017-01-13,36,2020-01-16,1.81,0.22,5320000,107996.00000000001,2007-03-26,Mortgage over life insurance,3800000,0.7,5,5,1064000.0,Reporting,Complied,No Error
ID1311,Commercial,IFR166,GRP500,New,RM2016,2016-11-29,2017-02-24,2018-02-24,PRD017,2017-02-24,12,2018-02-25,2.32,0.31,2620000,68906.0,2008-07-09,Crop Lien,3700000,0.75,2,9,291111.1111111111,Conditions Subsequent,Extended,No Error
ID1473,Dealer,IFR158,GRP500,Existing,RM2031,2016-11-29,2017-01-10,2018-01-10,PRD011,2017-01-10,12,2018-01-11,3.53,0.25,5110000,193158.0,2010-12-28,Bill of Sale over business assets,13100000,0.7,6,5,1022000.0,Reporting,Extended,No Error
ID1246,Commercial,IFR115,GRP514,Existing,RM2022,2016-12-01,2016-12-24,2017-12-24,PRD008,2016-12-24,12,2017-12-25,1.86,0.39,5840000,131400.0,2012-09-03,Fixed Company Charge,5900000,1.0,1,6,973333.3333333334,Reporting,Complied,No Error
ID1297,Commercial,IFR112,GRP507,Review,RM2038,2016-12-07,2017-04-02,2018-04-02,PRD014,2017-04-02,36,2020-04-04,3.55,0.45,1630000,65200.0,2007-05-23,Bill of Sale over specific business assets,2100000,0.7,5,6,271666.6666666667,Reporting,Extended,No Error
ID1326,Dealer,IFR195,GRP517,Straight,RM2010,2016-12-10,2017-04-04,2018-04-04,PRD020,2017-04-04,12,2018-04-05,1.84,0.15,330000,6567.0,2009-04-25,Collateral Type Desc,12200000,0.75,3,9,36666.666666666664,Conditions Subsequent,Extended,No Error
ID1123,Property Development,IFR133,GRP516,Existing,RM2016,2016-12-12,2017-02-03,2018-02-03,PRD014,2017-02-03,24,2019-02-05,3.37,0.24,6560000,236816.0,2003-12-22,Mortgage over a lease,10900000,0.8,2,6,1093333.3333333333,Reporting,Non Waiver,No Error
ID1353,Dealer,IFR107,GRP502,Existing,RM2010,2016-12-12,2017-04-05,2018-04-05,PRD019,2017-04-05,12,2018-04-06,1.67,0.39,5030000,103618.0,2008-02-25,Transfer of Mortgage over a Lease,11500000,1.0,3,8,628750.0,Conditions Subsequent,Complied,No Error
ID1060,Dealer,IFR159,GRP502,Existing,RM2001,2016-12-15,2017-02-07,2018-02-07,PRD003,2017-02-07,48,2021-02-10,3.39,0.26,2460000,89790.00000000001,2010-11-23,Bank Guarantee by Australian Financial Institution,16400000,1.0,6,7,351428.5714285714,Reporting,Breached,No Error
ID1335,Dealer,IFR189,GRP500,New,RM2002,2016-12-15,2017-04-10,2018-04-10,PRD004,2017-04-10,36,2020-04-12,3.4,0.26,3670000,134322.0,2002-06-19,Mortgage over Real Property (Commercial),10700000,0.5,3,6,611666.6666666666,Reporting,Non Waiver,No Error
ID1176,Dealer,IFR184,GRP517,New,RM2029,2016-12-16,2017-04-25,2018-04-25,PRD015,2017-04-25,6,2017-10-25,2.95,0.35,3920000,129360.0,2014-11-23,Bill of Sale over specific business assets,20700000,0.7,2,11,356363.63636363635,Conditions Precedent,Non Waiver,No Error
ID1404,Property Development,IFR161,GRP507,Existing,RM2034,2016-12-16,2017-03-30,2018-03-30,PRD018,2017-03-30,6,2017-09-29,2.83,0.24,3530000,108371.0,2010-05-10,Bill of Sale over a Post Office licence,24800000,0.75,4,7,504285.71428571426,Reporting,Breached,No Error
ID1192,Commercial,IFR120,GRP500,New,RM2010,2016-12-18,2017-02-19,2018-02-19,PRD016,2017-02-19,36,2020-02-22,1.53,0.2,1580000,27334.0,2013-09-16,Bank Guarantee by Australian Financial Institution,12000000,0.75,1,6,263333.3333333333,Reporting,Extended,No Error
ID1221,Dealer,IFR135,GRP502,New,RM2038,2016-12-19,2017-01-16,2018-01-16,PRD007,2017-01-16,24,2019-01-18,2.1,0.31,3720000,89652.0,2016-08-27,Unregistered Mortgage over an unregistered lease,8900000,0.75,2,5,744000.0,Reporting,Breached,Error
ID1342,Property Development,IFR103,GRP505,New,RM2017,2016-12-20,2017-01-19,2018-01-19,PRD019,2017-01-19,48,2021-01-22,2.91,0.35,1750000,57050.00000000001,2005-04-29,Transfer of Mortgage over a Lease,17300000,0.7,2,7,250000.0,Reporting,Complied,No Error
ID1368,Dealer,IFR190,GRP502,Straight,RM2007,2016-12-20,2017-02-22,2018-02-22,PRD008,2017-02-22,24,2019-02-24,2.52,0.48,860000,25800.0,2011-10-22,Term Deposit at the bank.,8200000,1.0,2,8,107500.0,Conditions Subsequent,Extended,No Error
ID1080,Dealer,IFR133,GRP516,Existing,RM2031,2016-12-21,2017-03-21,2018-03-21,PRD007,2017-03-21,36,2020-03-23,3.59,0.12,2420000,89782.0,2003-12-22,Crop Lien,4100000,0.75,1,6,403333.3333333333,Reporting,Extended,No Error
